ID,Client ID,Client Name,Type,Status,Amount,Currency,Recipient Amount,Recipient Currency,Transaction Fee,Fee Currency,Date,Information,Remark
2601160917360265046,85251028110002010,company07,Card Fee Debit,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-16 09:17:36.000,"Transfer Out, To (8523110212) DTC(Test)",
2601160914460265025,8523110212,DTC(Test),Card Fee Credit,Pending,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-16 09:14:46.969,"Transfer In, From (85250428170000446) Company6666",
2601160914450264993,85250428170000446,Company6666,Card Fee Debit,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-16 09:14:45.000,"Transfer Out, To (8523110212) DTC(Test)",
2601160913160264981,8523110212,DTC(Test),Card Fee Credit,Pending,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-16 09:13:16.170,"Transfer In, From (85250428170000446) Company6666",
2601160913130264974,85250428170000446,Company6666,Card Fee Debit,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-16 09:13:13.000,"Transfer Out, To (8523110212) DTC(Test)",
2601151932040264942,260104220049270,SG Punggol,QR Payment,Completed,2.71,SGD,2.71,SGD,0.0,SGD,2026-01-15 19:32:04.000,Payment to (SGD) TEST - NETS - 11100002052,
2601151931260264918,260104220049270,SG Punggol,QR Payment,Completed,0.85,SGD,0.85,SGD,0.0,SGD,2026-01-15 19:31:26.000,Payment to (SGD) TEST - NETS - 11100002052,
2601151930470264893,260104220049270,SG Punggol,QR Payment,Completed,0.18,SGD,0.18,SGD,0.0,SGD,2026-01-15 19:30:47.000,Payment to (SGD) DTC Mock - UEN - 987654321K,
2601151930070264881,260104220049270,SG Punggol,QR Payment,Completed,1.0,SGD,1.0,SGD,0.0,SGD,2026-01-15 19:30:07.000,Payment to (SGD) DTC Mock - UEN - 198201372R,
2601151842400264860,251223110048126,SITI DON ASHIM 632 AAA,Invoice Payment,Completed,210.0,SGD,205.0,SGD,5.0,SGD,2026-01-15 18:42:40.000,Payout to third-party (SGD) 323546547653 - Citibank NA,
2601151824220264832,260115160054271,Test WL 694 PH,Invoice Payment,Completed,55.22,SGD,50.22,SGD,5.0,SGD,2026-01-15 18:24:22.000,Payout to third-party (SGD) 213445333333 - Citibank NA,
2601151757520264813,250409170001166,gorden stg 003 test,Deposit,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-15 17:57:52.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151755070264795,251223100048052,TT WANG4,Invoice Payment,Authorized,72.7,EUR,47.7,EUR,25.0,EUR,2026-01-15 17:55:07.434,Payout to third-party (EUR) 123444444 - STANDARD CHARTERED BANK (HONG KONG) LIMITED,
2601151752550264782,251223100048052,TT WANG4,Invoice Payment,Authorized,79.31,EUR,54.31,EUR,25.0,EUR,2026-01-15 17:52:55.716,Payout to third-party (EUR) 123444444 - STANDARD CHARTERED BANK (HONG KONG) LIMITED,
2601151751410264767,251223100048052,TT WANG4,Invoice Payment,Authorized,85.91,EUR,60.91,EUR,25.0,EUR,2026-01-15 17:51:41.645,Payout to third-party (EUR) 123444444 - STANDARD CHARTERED BANK (HONG KONG) LIMITED,
2601151726180264745,260115160054271,Test WL 694 PH,Deposit,Completed,10000.0,HKD,10000.0,HKD,0.0,HKD,2026-01-15 17:26:18.000,Deposit to (HKD) SWIFT - SWIFT,
2601151652500264725,260108110050481,null guan+001,QR Payment,Completed,100.0,SGD,100.0,SGD,0.0,SGD,2026-01-15 16:52:50.000,Payment to (SGD) DTC Mock - MOBILE - +65 97781100,
2601151651260264708,260108110050481,null guan+001,Withdraw,Completed,100.0,SGD,95.0,SGD,5.0,SGD,2026-01-15 16:51:26.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601151634280264674,250625010011354,test06277777,Deposit,Completed,10.0,SGD,10.0,SGD,0.0,SGD,2026-01-15 16:34:28.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151631520264661,250625010011354,test06277777,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 16:31:52.714,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151625490264641,250625010011354,test06277777,Deposit,Completed,5.0,EUR,5.0,EUR,0.0,EUR,2026-01-15 16:25:49.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151616030264635,250625010011354,test06277777,Deposit,Authorized,50000.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 16:16:03.322,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151615490264601,250625010011354,test06277777,Deposit,Authorized,25000.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 16:15:49.516,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151612510264574,250625010011354,test06277777,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 16:12:51.373,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151539180264559,250625010011354,test06277777,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 15:39:18.510,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151512390264524,250625010011354,test06277777,Deposit,Authorized,1700.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 15:12:39.396,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601151451580264517,250625010011354,test06277777,Deposit,Completed,9.0,SGD,9.0,SGD,0.0,SGD,2026-01-15 14:51:58.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151421320264483,250625010011354,test06277777,Deposit,Authorized,1.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 14:21:32.365,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151142590264476,260104220049270,SG Punggol,QR Payment,Completed,0.5,SGD,0.5,SGD,0.0,SGD,2026-01-15 11:42:59.886,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_MPM - M00000000001,
2601151142100264467,260104220049270,SG Punggol,QR Payment,Completed,0.13,SGD,0.1,USD,0.0,SGD,2026-01-15 11:42:10.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601151141370264442,260104220049270,SG Punggol,QR Payment,Completed,0.13,SGD,0.1,USD,0.0,SGD,2026-01-15 11:41:37.000,Payment to (SGD) TEST_ACQ_01 - ALIPAY_PLUS_UPM - M00000000001,
2601151114500264435,260113140051738,null null,Invoice Payment,Authorized,96.11,USD,76.11,USD,20.0,USD,2026-01-15 11:14:50.818,Payout to third-party (USD) 1746281846 - Oversea-Chinese Banking Corp Ltd,
2601151111130264404,260113140051738,null null,Deposit,Completed,1000.0,SGD,1000.0,SGD,0.0,SGD,2026-01-15 11:11:13.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151107300264373,260108120050521,Angry Bird,QR Payment,Completed,1.0,SGD,1.0,SGD,0.0,SGD,2026-01-15 11:07:30.000,Payment to (SGD) DTC Mock - UEN - 198201372R,
2601151058380264345,260108120050521,Angry Bird,QR Payment,Completed,12.0,SGD,12.0,SGD,0.0,SGD,2026-01-15 10:58:38.000,Payment to (SGD) DTC Mock - UEN - 987654321K,
2601151057520264315,260113140051738,null null,Deposit,Authorized,1000.0,SGD,0.0,SGD,0.0,SGD,2026-01-15 10:57:52.627,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601151046040264300,260108110050481,null guan+001,Invoice Payment,Completed,77.51,USD,57.51,USD,20.0,USD,2026-01-15 10:46:04.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601151040210264295,260108110050481,null guan+001,Invoice Payment,Completed,77.51,USD,57.51,USD,20.0,USD,2026-01-15 10:40:21.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601151037160264275,250611180009243,SHIMUL MD IMAM JUED WL 106,Withdraw,Completed,115.08,AUD,75.08,AUD,40.0,AUD,2026-01-15 10:37:16.000,Withdraw to (AUD) 7547372722 - WESTPAC BANKING CORPORATIONWESTPAC BANKING CORPORATION,
2601151031380264261,260108110050481,null guan+001,Invoice Payment,Completed,32.55,USD,12.55,USD,20.0,USD,2026-01-15 10:31:38.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601151016360264231,260104220049270,SG Punggol,QR Payment,Completed,3.0,SGD,3.0,SGD,0.0,SGD,2026-01-15 10:16:36.000,Payment to (SGD) DTC Mock - MOBILE - +65 85463289,
2601150958020264203,260104220049270,SG Punggol,QR Payment,Completed,0.18,SGD,0.18,SGD,0.0,SGD,2026-01-15 09:58:02.000,Payment to (SGD) DTC Mock - MOBILE - +65 85463289,
2601150955550264187,260104220049270,SG Punggol,Invoice Payment,Completed,6.0,SGD,1.0,SGD,5.0,SGD,2026-01-15 09:55:55.000,Payout to third-party (SGD) 725288965 - Citibank NA,
2601150954060264169,260108110050481,null guan+001,Invoice Payment,Closed,62.01,USD,42.01,USD,20.0,USD,2026-01-15 09:54:06.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601150938060264153,260108110050481,null guan+001,Invoice Payment,Completed,4713.0,JPY,713.0,JPY,4000.0,JPY,2026-01-15 09:38:06.000,Payout to third-party (JPY) 18362936491 - United Overseas Bank Limited,
2601150936200264125,260108110050481,null guan+001,Invoice Payment,Completed,23.24,USD,3.24,USD,20.0,USD,2026-01-15 09:36:20.000,Payout to third-party (USD) 1726491746 - Oversea-Chinese Banking Corp Ltd,
2601150103430264118,260104220049270,SG Punggol,QR Payment,Completed,3.13,SGD,3.13,SGD,0.0,SGD,2026-01-15 01:03:43.000,Payment to (SGD) DTC Mock - MOBILE - +65 85463289,
2601150103410264088,260104220049270,SG Punggol,Deposit,Completed,10.0,AED,10.0,AED,0.0,AED,2026-01-15 01:03:41.000,Deposit to (AED) 62836362846382 - AED Bank-test,
2601141737260264079,260108110050481,null guan+001,Withdraw,Completed,12.79,SGD,7.79,SGD,5.0,SGD,2026-01-14 17:37:26.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141735060264055,260108110050481,null guan+001,Withdraw,Completed,10.0,SGD,5.0,SGD,5.0,SGD,2026-01-14 17:35:06.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141733440264039,260108110050481,null guan+001,Withdraw,Completed,150.0,MYR,30.0,MYR,120.0,MYR,2026-01-14 17:33:44.000,"Withdraw to (MYR) 123432190 - Bank of America, National Association",
2601141732360264006,260108110050481,null guan+001,Withdraw,Completed,100.0,SGD,95.0,SGD,5.0,SGD,2026-01-14 17:32:36.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141723530263970,260108110050481,null guan+001,Invoice Payment,Completed,100.0,SGD,95.0,SGD,5.0,SGD,2026-01-14 17:23:53.000,Payout to third-party (SGD) 17264719 - Bank of China Limited,
2601141702560263959,260108110050481,null guan+001,Withdraw,Completed,5.5,SGD,0.5,SGD,5.0,SGD,2026-01-14 17:02:56.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141629340263929,260108110050481,null guan+001,Invoice Payment,Completed,6.39,SGD,1.39,SGD,5.0,SGD,2026-01-14 16:29:34.000,Payout to third-party (SGD) 17264719 - Bank of China Limited,
2601141616020263890,260108110050481,null guan+001,Withdraw,Completed,10.0,SGD,5.0,SGD,5.0,SGD,2026-01-14 16:16:02.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141558040263880,251119100038209,T0T1 test,QR Payment,Completed,383.99,SGD,383.99,SGD,0.0,SGD,2026-01-14 15:58:04.000,Payment to (SGD) DTC Mock - MOBILE - +65 98134679,
2601141551530263866,251119100038209,T0T1 test,QR Payment,Completed,383.99,SGD,383.99,SGD,0.0,SGD,2026-01-14 15:51:53.000,Payment to (SGD) DTC Mock - MOBILE - +65 98134679,
2601141546420263846,251119100038209,T0T1 test,Invoice Payment,Authorized,300.0,HKD,100.0,HKD,200.0,HKD,2026-01-14 15:46:42.463,Payout to third-party (HKD) 12347890 - The Hongkong and Shanghai Banking Corporation Limited,
2601141540550263828,251119100038209,T0T1 test,Invoice Payment,Authorized,3878.75,HKD,3678.75,HKD,200.0,HKD,2026-01-14 15:40:55.328,Payout to third-party (HKD) 12347890 - The Hongkong and Shanghai Banking Corporation Limited,
2601141536060263816,251119100038209,T0T1 test,Invoice Payment,Authorized,300.0,HKD,100.0,HKD,200.0,HKD,2026-01-14 15:36:06.746,Payout to third-party (HKD) 12347890 - The Hongkong and Shanghai Banking Corporation Limited,
2601141534520263789,260108110050481,null guan+001,Invoice Payment,Completed,10.0,SGD,5.0,SGD,5.0,SGD,2026-01-14 15:34:52.000,Payout to third-party (SGD) 17264719 - Bank of China Limited,
2601141532230263769,251119100038209,T0T1 test,Invoice Payment,Completed,6009.87,HKD,5809.87,HKD,200.0,HKD,2026-01-14 15:32:23.000,Payout to third-party (HKD) 12347890 - The Hongkong and Shanghai Banking Corporation Limited,
2601141524200263746,1712719194095,W A10,Withdraw,Authorized,21.0,USD,1.0,USD,20.0,USD,2026-01-14 15:24:20.000,Withdraw to (USD) 202509020003 - DBS,
2601141515550263712,260108110050481,null guan+001,Invoice Payment,Completed,10.0,SGD,5.0,SGD,5.0,SGD,2026-01-14 15:15:55.000,Payout to third-party (SGD) 17264719 - Bank of China Limited,
2601141443230263695,85251105090002338,Lillian,Transfer In,Completed,1.28,SGD,1.28,SGD,0.0,SGD,2026-01-14 14:43:23.014,"Transfer In, From (8522120036) MIR test",
2601141443210263661,8522120036,MIR test,Transfer Out,Completed,1.28,SGD,1.28,SGD,0.0,SGD,2026-01-14 14:43:21.000,"Transfer Out, To (85251105090002338) Lillian",
2601141432290263637,250625010011354,test06277777,Deposit,Authorized,12.0,SGD,0.0,SGD,0.0,SGD,2026-01-14 14:32:29.030,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601141430100263621,260108120050521,Angry Bird,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-14 14:30:10.938,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601141429340263615,250625010011354,test06277777,Deposit,Authorized,12.0,HKD,0.0,HKD,0.0,HKD,2026-01-14 14:29:34.574,Deposit to (HKD) SWIFT - SWIFT,
2601141425410263583,260102160049109,dafad fdafa,Deposit,Authorized,12.0,EUR,0.0,EUR,0.0,EUR,2026-01-14 14:25:41.361,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601141146080263572,260108110050481,null guan+001,QR Payment,Completed,10.0,SGD,10.0,SGD,0.0,SGD,2026-01-14 11:46:08.000,Payment to (SGD) DTC Mock - MOBILE - +65 97780003,
2601141141530263544,85251218170002781,testyk,Deposit,Completed,300.0,USD,300.0,USD,0.0,USD,2026-01-14 11:41:53.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601141114170263520,260108110050481,null guan+001,Withdraw,Completed,100.0,SGD,95.0,SGD,5.0,SGD,2026-01-14 11:14:17.000,Withdraw to (SGD) 781037461 - Oversea-Chinese Banking Corp Ltd,
2601141034470263493,260108110050481,null guan+001,Invoice Payment,Completed,10.0,SGD,5.0,SGD,5.0,SGD,2026-01-14 10:34:47.000,Payout to third-party (SGD) 12332147 - Oversea-Chinese Banking Corp Ltd,
2601131839080263465,260105150049598,Chris2601051518 f,Withdraw,Completed,256.0,CNH,56.0,CNH,200.0,CNH,2026-01-13 18:39:08.000,Withdraw to (CNH) 63847394892482 - Industrial and Commercial Bank of China Limited,
2601131756420263459,260108120050521,Angry Bird,Withdraw,Authorized,6.84,SGD,1.84,SGD,5.0,SGD,2026-01-13 17:56:42.252,Withdraw to (SGD) 14588 - Anext Bank Pte. Ltd.,
2601131750260263447,260108120050521,Angry Bird,Withdraw,Completed,7.99,SGD,2.99,SGD,5.0,SGD,2026-01-13 17:50:26.000,Withdraw to (SGD) 14588 - Anext Bank Pte. Ltd.,
2601131746280263411,251119140038481,T0 T3,Invoice Payment,Pending,403.58,HKD,203.58,HKD,200.0,HKD,2026-01-13 17:46:28.000,Payout to third-party (HKD) 13457889 - Citibank N.A. Hong Kong,
2601131746250263392,251119140038481,T0 T3,Deposit,Authorized,52.0,USD,0.0,USD,0.0,USD,2026-01-13 17:46:25.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131737040263363,251119140038481,T0 T3,Invoice Payment,Pending,388.0,HKD,188.0,HKD,200.0,HKD,2026-01-13 17:37:04.000,Payout to third-party (HKD) 13457889 - Citibank N.A. Hong Kong,
2601131737000263347,251119140038481,T0 T3,Deposit,Authorized,50.0,USD,0.0,USD,0.0,USD,2026-01-13 17:37:00.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131732070263332,260108120050521,Angry Bird,Withdraw,Completed,12.79,SGD,7.79,SGD,5.0,SGD,2026-01-13 17:32:07.000,Withdraw to (SGD) 123 - ABAXX Clearing Pte. Ltd.,
2601131730390263315,260108140050581,JIN CONAN,Deposit,Completed,100.0,USD,100.0,USD,0.0,USD,2026-01-13 17:30:39.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131729470263308,260108120050521,Angry Bird,Withdraw,Completed,20.0,SGD,15.0,SGD,5.0,SGD,2026-01-13 17:29:47.000,Withdraw to (SGD) 14588 - Anext Bank Pte. Ltd.,
2601131723290263280,251119140038481,T0 T3,Deposit,Authorized,23.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 17:23:29.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131710540263250,251119140038481,T0 T3,Invoice Payment,Pending,318.97,HKD,118.97,HKD,200.0,HKD,2026-01-13 17:10:54.000,Payout to third-party (HKD) 13457889 - Citibank N.A. Hong Kong,
2601131710520263248,251119140038481,T0 T3,Deposit,Authorized,53.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 17:10:52.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131620530263215,260108110050481,null guan+001,Deposit,Authorized,10000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:20:53.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601131619490263202,251030100030833,aaaa bbbbb,QR Payment,Completed,50.0,SGD,50.0,SGD,0.0,SGD,2026-01-13 16:19:49.000,Payment to (SGD) DTC Mock - MOBILE - +65 98070605,
2601131616130263189,251030100030833,aaaa bbbbb,Invoice Payment,Completed,38.37,SGD,33.37,SGD,5.0,SGD,2026-01-13 16:16:13.000,Payout to third-party (SGD) 76543 - Citibank NA,
2601131614240263165,260108110050481,null guan+001,Deposit,Authorized,10000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:14:24.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601131613380263142,260108110050481,null guan+001,Deposit,Authorized,100.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:13:38.425,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131607550263135,251030100030833,aaaa bbbbb,Withdraw,Completed,72.9,SGD,67.9,SGD,5.0,SGD,2026-01-13 16:07:55.000,Withdraw to (SGD) 1234560987 - The Hongkong and Shanghai Banking Corporation Limited,
2601131604360263128,260108110050481,null guan+001,Deposit,Authorized,100.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:04:36.741,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131603010263090,251030100030833,aaaa bbbbb,Withdraw,Completed,63.95,SGD,58.95,SGD,5.0,SGD,2026-01-13 16:03:01.000,Withdraw to (SGD) 1234560987 - The Hongkong and Shanghai Banking Corporation Limited,
2601131602340263088,260108110050481,null guan+001,Deposit,Authorized,10000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:02:34.000,Deposit to (SGD) 1234567878 - DBS BANK LTD,
2601131600200263055,260108110050481,null guan+001,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 16:00:20.173,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131548570263049,251219120046697,TT WANG2,Invoice Payment,Completed,125.38,MYR,5.38,MYR,120.0,MYR,2026-01-13 15:48:57.000,Payout to third-party (MYR) 3467856897 - HSBC Bank Malaysia Berhad,
2601131501050263014,260108110050481,null guan+001,Deposit,Authorized,10000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 15:01:05.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131158560262999,251103100031185,test testabc,QR Payment,Completed,129.1,SGD,129.1,SGD,0.0,SGD,2026-01-13 11:58:56.000,Payment to (SGD) DTC Mock - MOBILE - +65 98282712,
2601131158540262987,251103100031185,test testabc,Deposit,Completed,101.0,USD,101.0,USD,0.0,USD,2026-01-13 11:58:54.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131156010262963,251103100031185,test testabc,Invoice Payment,Authorized,775.93,HKD,575.93,HKD,200.0,HKD,2026-01-13 11:56:01.000,Payout to third-party (HKD) 1234509876 - The Hongkong and Shanghai Banking Corporation Limited,
2601131155580262949,251103100031185,test testabc,Deposit,Completed,100.0,USD,100.0,USD,0.0,USD,2026-01-13 11:55:58.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131130060262914,251003150022746,Test WL AAA 362,Invoice Payment,Pending,57.33,AUD,17.33,AUD,40.0,AUD,2026-01-13 11:30:06.000,Payout to third-party (AUD) 47732828228 - HSBC Bank Australia Limited,
2601131130040262890,251003150022746,Test WL AAA 362,Deposit,Authorized,50.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 11:30:04.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131128080262886,251103100031185,test testabc,Withdraw,Authorized,15.34,SGD,10.34,SGD,5.0,SGD,2026-01-13 11:28:08.000,Withdraw to (SGD) selftest - The Hongkong and Shanghai Banking Corporation Limited,
2601131128050262871,251103100031185,test testabc,Deposit,Completed,12.0,USD,12.0,USD,0.0,USD,2026-01-13 11:28:05.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131118180262853,251103100031185,test testabc,Deposit,Completed,11.0,USD,11.0,USD,0.0,USD,2026-01-13 11:18:18.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131111270262821,1740362114659,Ichiko Jen,QR Payment,Completed,2.0,SGD,2.0,SGD,0.0,SGD,2026-01-13 11:11:27.000,Payment to (SGD) DTC Mock - UEN - 987654321,
2601131057060262794,251119100038209,T0T1 test,Deposit,Authorized,12.0,USD,0.0,USD,0.0,USD,2026-01-13 10:57:06.897,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131054380262779,1740362114659,Ichiko Jen,QR Payment,Completed,1.0,SGD,1.0,SGD,0.0,SGD,2026-01-13 10:54:38.000,Payment to (SGD) TEST - NETS - 11100002052,
2601131045560262753,251119100038209,T0T1 test,Deposit,Authorized,8.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 10:45:56.791,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131044040262746,260108110050481,null guan+001,Deposit,Authorized,10000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 10:44:04.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131039370262720,260108110050481,null guan+001,Deposit,Authorized,100000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 10:39:37.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131039220262706,260108110050481,null guan+001,Deposit,Authorized,100000.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 10:39:22.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131039180262691,251119100038209,T0T1 test,Deposit,Completed,11.0,USD,11.0,USD,0.0,USD,2026-01-13 10:39:18.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601131035370262676,251119100038209,T0T1 test,Deposit,Completed,11.0,SGD,11.0,SGD,0.0,SGD,2026-01-13 10:35:37.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601131007210262649,8522120036,MIR test,Withdraw,Pending,23.01,SGD,18.01,SGD,5.0,SGD,2026-01-13 10:07:21.608,Withdraw to (SGD) bank - Citibank NA,
2601130955530262639,260108110050481,null guan+001,Withdraw,Completed,9345.97,MYR,9225.97,MYR,120.0,MYR,2026-01-13 09:55:53.000,"Withdraw to (MYR) 123432190 - Bank of America, National Association",
2601130941370262609,251103100031185,test testabc,Deposit,Authorized,11.0,USD,0.0,USD,0.0,USD,2026-01-13 09:41:37.000,Deposit to (USD) 2132415 - MAYBANK SINGAPORE LIMITED,
2601130922020262583,251103100031185,test testabc,Deposit,Authorized,10.0,SGD,0.0,SGD,0.0,SGD,2026-01-13 09:22:02.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601121842000262569,250415110001487,SHIMUL MD IMAM JUED WL 09,Withdraw,Pending,347.08,AED,247.08,AED,100.0,AED,2026-01-12 18:42:00.000,Withdraw to (AED) 47473727272 - BANK CENTRAL ASIA,
2601121841580262552,250415110001487,SHIMUL MD IMAM JUED WL 09,Deposit,Authorized,123.0,SGD,0.0,SGD,0.0,SGD,2026-01-12 18:41:58.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601121623020262537,250415110001487,SHIMUL MD IMAM JUED WL 09,Withdraw,Pending,2787.25,AED,2687.25,AED,100.0,AED,2026-01-12 16:23:02.000,Withdraw to (AED) 47473727272 - BANK CENTRAL ASIA,
2601121622590262515,250415110001487,SHIMUL MD IMAM JUED WL 09,Deposit,Authorized,988.0,SGD,0.0,SGD,0.0,SGD,2026-01-12 16:22:59.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601121607570262495,260102160049109,dafad fdafa,Deposit,Authorized,13.0,SGD,0.0,SGD,0.0,SGD,2026-01-12 16:07:57.907,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601121603390262473,250415110001487,SHIMUL MD IMAM JUED WL 09,Withdraw,Pending,600.89,AED,500.89,AED,100.0,AED,2026-01-12 16:03:39.000,Withdraw to (AED) 47473727272 - BANK CENTRAL ASIA,
2601121603370262461,250415110001487,SHIMUL MD IMAM JUED WL 09,Deposit,Authorized,213.0,SGD,0.0,SGD,0.0,SGD,2026-01-12 16:03:37.000,Deposit to (SGD) 544344 - BANGKOK BANK PUBLIC COMPANY LIMITED,
2601121559200262459,1740362114659,Ichiko Jen,QR Payment,Completed,5.0,SGD,5.0,SGD,0.0,SGD,2026-01-12 15:59:20.000,Payment to (SGD) TEST - NETS - 11100002052,
2601121557450262432,1740362114659,Ichiko Jen,QR Payment,Completed,10.0,SGD,10.0,SGD,0.0,SGD,2026-01-12 15:57:45.000,Payment to (SGD) TEST - NETS - 11100002052,
2601121548100262412,85260108120002921,Kenny Chong,Withdraw,Completed,1000.0,HKD,800.0,HKD,200.0,HKD,2026-01-12 15:48:10.000,Withdraw to (HKD) 11111221212121 - Bank of China (Hong Kong) Limited,
